cliente_id,idade,renda_mensal,score_credito,valor,prazo,taxa,tempo_relacionamento,qtd_produtos_ativos,qtd_atrasos_12m,genero,estado_civil,escolaridade,regiao,uf,porte_municipio,tipo_produto,canal_aquisicao
100060,38,17014,817,29608,48,0.0733,13,3,0,M,Casado,Superior,Sudeste,MG,Pequeno,Financiamento Veículo,Digital
100061,24,22169,377,75663,36,0.238,12,4,1,F,Casado,Pós-graduação,Sudeste,MG,Grande,Empréstimo Consignado,Agência
100062,65,20726,466,95589,12,0.0613,5,3,4,M,Solteiro,Superior,Sul,RS,Grande,Cartão de Crédito,Digital
100063,66,9735,768,124088,24,0.2267,1,2,0,F,Viúvo,Superior,Nordeste,BA,Pequeno,Crédito Pessoal,Digital
100064,49,25353,818,60107,60,0.1836,11,2,1,M,Viúvo,Pós-graduação,Centro-Oeste,GO,Médio,Empréstimo Consignado,Agência
100065,62,4546,375,44279,60,0.0583,10,4,0,M,Viúvo,Médio,Sudeste,RJ,Médio,Financiamento Veículo,Agência
100066,42,19526,866,110134,36,0.2132,2,4,0,F,Casado,Médio,Nordeste,CE,Pequeno,Cartão de Crédito,Digital
100067,54,10948,318,42271,60,0.0552,2,1,2,M,Divorciado,Fundamental,Sudeste,RJ,Grande,Empréstimo Consignado,Agência
100068,61,4992,491,63639,12,0.2205,8,3,1,F,Divorciado,Fundamental,Sul,SC,Grande,Empréstimo Consignado,Parceiro
100069,42,14524,502,67664,48,0.235,11,2,0,M,Viúvo,Fundamental,Nordeste,BA,Grande,Financiamento Veículo,Agência
100070,65,2619,318,70465,24,0.095,7,3,1,M,Divorciado,Médio,Centro-Oeste,MT,Grande,Cartão de Crédito,Digital
100071,60,20842,869,66307,24,0.1494,4,2,0,M,Viúvo,Pós-graduação,Sudeste,SP,Grande,Financiamento Veículo,Digital
100072,37,11977,302,107871,60,0.0712,8,1,0,M,Solteiro,Superior,Sudeste,MG,Pequeno,Empréstimo Consignado,Digital
100073,44,29920,891,66454,12,0.1462,4,4,1,M,Divorciado,Médio,Sudeste,SP,Médio,Cartão de Crédito,Parceiro
100074,56,10933,736,13999,12,0.1015,3,4,0,F,Divorciado,Superior,Centro-Oeste,MT,Pequeno,Crédito Pessoal,Agência
100075,51,24939,722,21222,60,0.2217,13,4,0,F,Divorciado,Pós-graduação,Sudeste,RJ,Grande,Empréstimo Consignado,Parceiro
100076,50,3653,490,95138,60,0.2174,9,2,0,F,Casado,Fundamental,Nordeste,BA,Pequeno,Empréstimo Consignado,Agência
100077,34,5645,797,62308,36,0.1595,10,2,0,M,Divorciado,Médio,Sul,SC,Médio,Cartão de Crédito,Agência
100078,56,13558,755,72289,36,0.0705,5,2,1,F,Divorciado,Médio,Sudeste,ES,Médio,Empréstimo Consignado,Agência
100079,52,12036,840,107712,12,0.1623,9,4,0,F,Divorciado,Pós-graduação,Sudeste,MG,Pequeno,Crédito Pessoal,Digital
100080,54,20795,637,9706,36,0.1796,3,3,0,F,Casado,Superior,Sudeste,ES,Médio,Financiamento Veículo,Agência
100081,54,24379,658,144912,12,0.1035,12,3,3,F,Casado,Superior,Sudeste,SP,Grande,Empréstimo Consignado,Parceiro
100082,41,16604,608,146979,24,0.2469,6,4,2,F,Casado,Fundamental,Centro-Oeste,MT,Grande,Empréstimo Consignado,Parceiro
100083,44,29076,302,18023,12,0.076,1,2,0,F,Viúvo,Médio,Norte,PA,Médio,Crédito Pessoal,Parceiro
100084,54,19586,888,77815,48,0.1097,7,3,4,M,Casado,Pós-graduação,Sul,PR,Grande,Crédito Pessoal,Agência
100085,33,8075,414,37715,60,0.2216,4,3,0,F,Viúvo,Pós-graduação,Sudeste,RJ,Médio,Crédito Pessoal,Digital
100086,57,12577,498,55197,24,0.2353,11,1,0,F,Solteiro,Fundamental,Sudeste,SP,Médio,Financiamento Veículo,Agência
100087,67,22609,349,90396,36,0.0999,10,4,1,F,Viúvo,Médio,Sudeste,SP,Pequeno,Cartão de Crédito,Parceiro
100088,61,26540,489,50519,36,0.1608,3,3,0,Outro,Divorciado,Superior,Sudeste,ES,Grande,Cartão de Crédito,Digital
100089,57,15354,722,133542,36,0.1338,10,3,0,F,Casado,Fundamental,Norte,TO,Pequeno,Financiamento Veículo,Digital
100090,60,10562,445,31866,60,0.2184,13,3,0,M,Viúvo,Fundamental,Sul,PR,Grande,Crédito Pessoal,Agência
100091,22,15298,553,31860,12,0.2151,6,3,0,F,Solteiro,Médio,Sudeste,RJ,Médio,Crédito Pessoal,Digital
100092,51,4670,483,29433,12,0.1695,10,3,0,F,Casado,Fundamental,Norte,RO,Grande,Cartão de Crédito,Agência
100093,36,14185,799,74911,24,0.2336,12,4,0,M,Solteiro,Médio,Sul,RS,Pequeno,Cartão de Crédito,Agência
100094,50,3391,674,96188,12,0.0503,8,1,4,M,Viúvo,Médio,Sul,PR,Médio,Financiamento Veículo,Parceiro
100095,34,14149,306,64656,12,0.1875,6,4,0,M,Viúvo,Pós-graduação,Nordeste,MA,Médio,Financiamento Veículo,Agência
100096,31,18148,717,50923,12,0.1648,6,1,3,F,Divorciado,Médio,Sul,PR,Médio,Cartão de Crédito,Digital
100097,25,15854,515,7849,12,0.1823,8,1,0,M,Viúvo,Médio,Norte,TO,Grande,Cartão de Crédito,Digital
100098,66,9869,515,29124,24,0.2255,5,3,1,F,Solteiro,Fundamental,Norte,PA,Pequeno,Cartão de Crédito,Digital
100099,62,1543,338,120478,12,0.1599,9,1,2,M,Solteiro,Fundamental,Sudeste,MG,Grande,Empréstimo Consignado,Agência
100100,24,18617,773,12781,12,0.1402,5,2,4,M,Casado,Pós-graduação,Nordeste,MA,Médio,Cartão de Crédito,Agência
100101,42,27184,434,69594,24,0.1244,10,4,2,Outro,Solteiro,Pós-graduação,Sudeste,SP,Médio,Financiamento Veículo,Agência
100102,46,4193,360,61814,24,0.1887,14,4,0,M,Solteiro,Superior,Sudeste,ES,Médio,Financiamento Veículo,Agência
100103,43,10838,608,114922,48,0.1633,5,1,0,M,Viúvo,Pós-graduação,Centro-Oeste,DF,Médio,Cartão de Crédito,Agência
100104,20,6088,487,67563,60,0.1254,5,4,0,M,Casado,Pós-graduação,Sudeste,SP,Pequeno,Financiamento Veículo,Digital
100105,27,2028,325,8757,36,0.1644,14,3,4,F,Casado,Fundamental,Sudeste,MG,Médio,Financiamento Veículo,Digital
100106,31,16041,804,22328,36,0.1121,11,1,1,M,Viúvo,Pós-graduação,Nordeste,BA,Grande,Cartão de Crédito,Digital
100107,67,14544,614,97845,24,0.2344,6,2,0,M,Divorciado,Superior,Sul,SC,Pequeno,Financiamento Veículo,Agência
100108,28,23509,672,40585,12,0.1686,9,1,1,Outro,Divorciado,Superior,Sudeste,RJ,Médio,Crédito Pessoal,Digital
100109,27,4988,470,126925,60,0.0721,11,3,0,F,Solteiro,Fundamental,Norte,TO,Médio,Cartão de Crédito,Agência
100110,57,5567,326,76670,24,0.1988,7,1,0,F,Casado,Superior,Nordeste,CE,Médio,Financiamento Veículo,Digital
100111,55,8628,682,12442,48,0.1358,10,1,0,F,Casado,Superior,Nordeste,PE,Grande,Empréstimo Consignado,Digital
100112,53,20846,838,65254,12,0.1911,1,3,0,M,Viúvo,Fundamental,Sul,SC,Médio,Empréstimo Consignado,Digital
100113,49,16660,633,98889,48,0.1185,12,3,4,F,Viúvo,Pós-graduação,Centro-Oeste,DF,Médio,Cartão de Crédito,Agência
100114,57,23386,437,105458,36,0.1367,1,1,0,Outro,Divorciado,Superior,Sul,PR,Médio,Empréstimo Consignado,Digital
100115,68,5997,618,92342,24,0.1311,3,3,0,F,Solteiro,Fundamental,Sul,PR,Médio,Crédito Pessoal,Agência
100116,43,18711,791,5317,60,0.0922,13,1,0,M,Viúvo,Médio,Sul,RS,Médio,Crédito Pessoal,Parceiro
100117,57,19553,546,18273,24,0.2343,2,2,1,M,Divorciado,Pós-graduação,Sudeste,SP,Grande,Financiamento Veículo,Agência
100118,49,5851,736,51488,48,0.0623,11,4,0,M,Solteiro,Superior,Nordeste,CE,Médio,Financiamento Veículo,Digital
100119,22,26326,582,117865,24,0.1348,11,2,4,M,Solteiro,Fundamental,Sudeste,RJ,Grande,Crédito Pessoal,Agência
100120,50,29324,877,99052,24,0.0904,2,1,0,F,Viúvo,Superior,Sul,PR,Médio,Empréstimo Consignado,Agência
100121,37,3342,854,5671,60,0.1879,2,1,0,F,Casado,Superior,Sudeste,MG,Médio,Financiamento Veículo,Agência
100122,48,12832,650,17277,60,0.1229,2,4,0,M,Casado,Superior,Norte,RO,Pequeno,Crédito Pessoal,Digital
100123,36,14598,781,9613,36,0.1545,3,2,2,F,Viúvo,Superior,Nordeste,MA,Médio,Crédito Pessoal,Parceiro
100124,35,14628,442,91065,60,0.1038,13,2,1,M,Viúvo,Superior,Centro-Oeste,MS,Pequeno,Crédito Pessoal,Digital
100125,45,22460,675,66038,48,0.2314,12,2,2,F,Solteiro,Fundamental,Sudeste,MG,Médio,Cartão de Crédito,Digital
100126,39,29727,659,62017,48,0.1682,11,2,0,M,Viúvo,Médio,Nordeste,MA,Pequeno,Crédito Pessoal,Agência
100127,54,2711,735,75711,12,0.1717,12,4,0,Outro,Solteiro,Pós-graduação,Nordeste,CE,Grande,Crédito Pessoal,Digital
100128,65,4238,886,130232,36,0.1193,14,3,0,F,Divorciado,Médio,Sudeste,RJ,Pequeno,Cartão de Crédito,Digital
100129,33,14276,517,112237,36,0.1179,4,1,1,F,Casado,Médio,Sul,PR,Pequeno,Cartão de Crédito,Agência
100130,27,9569,372,113816,48,0.1485,5,3,0,M,Casado,Pós-graduação,Sul,PR,Grande,Empréstimo Consignado,Digital
100131,50,3091,865,96638,36,0.1933,8,3,1,M,Viúvo,Fundamental,Sudeste,ES,Médio,Empréstimo Consignado,Digital
100132,60,14738,686,49738,24,0.1529,6,2,0,M,Viúvo,Pós-graduação,Sudeste,ES,Médio,Cartão de Crédito,Agência
100133,68,22083,556,3485,48,0.1315,8,3,0,F,Viúvo,Médio,Norte,TO,Grande,Cartão de Crédito,Digital
100134,31,13134,664,144888,36,0.1305,11,4,0,F,Casado,Pós-graduação,Sul,RS,Médio,Cartão de Crédito,Agência
100135,24,4118,435,89350,36,0.2483,5,2,0,M,Viúvo,Superior,Centro-Oeste,GO,Médio,Financiamento Veículo,Agência
100136,28,2489,788,79870,24,0.2239,7,2,0,M,Casado,Superior,Centro-Oeste,MS,Médio,Financiamento Veículo,Digital
100137,63,8163,572,88816,48,0.2042,4,4,0,F,Viúvo,Pós-graduação,Sul,PR,Grande,Financiamento Veículo,Digital
100138,39,29246,530,32504,36,0.0688,2,2,0,F,Solteiro,Superior,Sudeste,SP,Médio,Crédito Pessoal,Agência
100139,33,7912,717,69952,48,0.139,8,1,0,M,Divorciado,Superior,Nordeste,MA,Pequeno,Cartão de Crédito,Agência
100140,33,16709,789,134458,60,0.0642,3,1,0,F,Viúvo,Médio,Sudeste,MG,Pequeno,Crédito Pessoal,Agência
100141,69,27044,651,30983,36,0.1138,4,4,0,F,Casado,Fundamental,Sudeste,MG,Pequeno,Financiamento Veículo,Agência
100142,65,16070,627,109288,60,0.1298,13,3,1,F,Viúvo,Superior,Sul,PR,Médio,Empréstimo Consignado,Digital
100143,21,12002,392,107630,60,0.1727,7,1,1,M,Divorciado,Superior,Sudeste,MG,Médio,Empréstimo Consignado,Digital
100144,30,23700,319,96902,12,0.212,14,3,0,F,Viúvo,Superior,Sudeste,ES,Médio,Financiamento Veículo,Agência
100145,62,11319,563,117328,60,0.1019,9,3,1,F,Casado,Médio,Sudeste,RJ,Pequeno,Empréstimo Consignado,Agência
100146,47,20776,704,21563,60,0.0537,8,3,0,F,Casado,Médio,Sudeste,SP,Pequeno,Crédito Pessoal,Digital
100147,56,10447,877,14633,12,0.1145,8,3,0,F,Casado,Fundamental,Norte,TO,Médio,Empréstimo Consignado,Digital
100148,32,14104,453,53714,48,0.0896,6,2,0,F,Casado,Pós-graduação,Sudeste,SP,Médio,Financiamento Veículo,Agência
100149,54,9986,630,17079,12,0.0689,5,4,0,F,Divorciado,Médio,Sudeste,MG,Pequeno,Financiamento Veículo,Agência
100150,21,19248,393,61411,36,0.1663,11,4,0,F,Divorciado,Superior,Sudeste,SP,Grande,Empréstimo Consignado,Digital
100151,33,8122,732,66774,60,0.2402,6,3,0,F,Viúvo,Pós-graduação,Nordeste,PE,Grande,Financiamento Veículo,Parceiro
100152,24,7230,633,132684,48,0.1448,4,1,0,F,Viúvo,Fundamental,Norte,PA,Grande,Financiamento Veículo,Digital
100153,21,7811,690,119553,12,0.2445,1,3,1,F,Solteiro,Fundamental,Sudeste,MG,Médio,Empréstimo Consignado,Agência
100154,44,7212,519,21546,60,0.0687,13,3,1,Outro,Divorciado,Fundamental,Centro-Oeste,DF,Médio,Cartão de Crédito,Digital
100155,56,25020,658,92829,48,0.1086,12,2,0,M,Viúvo,Superior,Centro-Oeste,DF,Médio,Financiamento Veículo,Agência
100156,69,27759,713,45922,36,0.0886,14,4,1,F,Solteiro,Fundamental,Norte,TO,Pequeno,Financiamento Veículo,Digital
100157,60,26001,337,38909,60,0.1432,13,2,2,F,Solteiro,Fundamental,Centro-Oeste,DF,Pequeno,Crédito Pessoal,Parceiro
100158,25,7805,826,107950,60,0.2232,10,2,4,M,Divorciado,Fundamental,Sudeste,SP,Médio,Empréstimo Consignado,Digital
100159,41,24933,672,98068,12,0.1683,7,4,0,M,Casado,Fundamental,Sudeste,ES,Grande,Crédito Pessoal,Agência
100160,56,7540,450,143767,36,0.2314,2,1,0,F,Viúvo,Fundamental,Nordeste,PE,Médio,Financiamento Veículo,Digital
100161,48,28486,843,84175,48,0.2001,13,1,3,F,Solteiro,Pós-graduação,Sudeste,ES,Pequeno,Financiamento Veículo,Agência
100162,47,10589,794,88258,12,0.167,9,2,0,F,Solteiro,Pós-graduação,Sul,SC,Pequeno,Cartão de Crédito,Agência
100163,46,22728,602,54904,24,0.2333,3,1,2,F,Divorciado,Fundamental,Sudeste,SP,Médio,Financiamento Veículo,Agência
100164,50,27914,750,92755,48,0.0971,4,1,0,M,Divorciado,Superior,Sudeste,ES,Grande,Cartão de Crédito,Digital
100165,50,11004,862,147396,36,0.2397,4,3,0,M,Divorciado,Fundamental,Nordeste,BA,Grande,Cartão de Crédito,Agência
100166,42,23628,492,84678,60,0.0535,14,4,1,F,Viúvo,Fundamental,Norte,RO,Médio,Empréstimo Consignado,Digital
100167,34,29961,403,11153,12,0.0942,5,3,1,F,Casado,Fundamental,Sudeste,RJ,Médio,Cartão de Crédito,Digital
100168,50,21929,415,93900,48,0.149,4,4,0,F,Casado,Médio,Centro-Oeste,GO,Grande,Financiamento Veículo,Parceiro
100169,42,8132,852,74407,24,0.0821,8,1,0,F,Solteiro,Fundamental,Sudeste,MG,Médio,Empréstimo Consignado,Parceiro
100170,57,18179,658,56401,36,0.0626,1,4,1,F,Solteiro,Pós-graduação,Norte,TO,Grande,Cartão de Crédito,Parceiro
100171,44,21404,792,136146,24,0.1285,9,2,0,F,Casado,Fundamental,Centro-Oeste,DF,Pequeno,Cartão de Crédito,Digital
100172,33,4422,513,62406,36,0.1953,11,1,0,M,Viúvo,Superior,Sudeste,RJ,Médio,Empréstimo Consignado,Digital
100173,47,18872,881,109629,36,0.193,13,3,3,M,Casado,Pós-graduação,Nordeste,CE,Médio,Financiamento Veículo,Agência
100174,36,21566,632,119397,60,0.1639,13,3,0,M,Viúvo,Médio,Nordeste,CE,Grande,Empréstimo Consignado,Digital
100175,21,12311,519,66100,12,0.2342,1,4,3,M,Casado,Pós-graduação,Sudeste,RJ,Médio,Cartão de Crédito,Agência
100176,55,12859,425,83939,36,0.2421,7,1,0,F,Solteiro,Médio,Sul,RS,Grande,Empréstimo Consignado,Digital
100177,67,29477,648,139215,60,0.111,6,2,0,F,Viúvo,Fundamental,Sudeste,RJ,Grande,Crédito Pessoal,Digital
100178,66,15318,307,81739,12,0.2203,4,1,0,F,Divorciado,Fundamental,Sudeste,RJ,Pequeno,Cartão de Crédito,Digital
100179,35,13463,849,127351,60,0.16,10,1,0,M,Solteiro,Fundamental,Sudeste,ES,Médio,Cartão de Crédito,Parceiro
100180,49,28925,841,63356,60,0.1952,14,1,0,F,Solteiro,Fundamental,Centro-Oeste,MT,Pequeno,Empréstimo Consignado,Digital
100181,69,11288,760,80498,48,0.1085,5,4,3,M,Solteiro,Médio,Centro-Oeste,MS,Grande,Empréstimo Consignado,Agência
100182,63,17068,534,105011,48,0.1518,8,1,0,F,Solteiro,Fundamental,Sudeste,ES,Grande,Cartão de Crédito,Agência
100183,22,18879,855,104456,48,0.1544,6,1,0,F,Casado,Pós-graduação,Sudeste,RJ,Pequeno,Financiamento Veículo,Agência
100184,44,4980,828,131539,48,0.1579,12,2,4,M,Divorciado,Médio,Sudeste,MG,Pequeno,Cartão de Crédito,Digital
100185,45,23397,559,20185,48,0.098,7,2,0,M,Casado,Médio,Sul,SC,Pequeno,Cartão de Crédito,Agência
100186,43,18394,722,48523,24,0.1361,8,2,2,M,Solteiro,Pós-graduação,Nordeste,MA,Médio,Financiamento Veículo,Parceiro
100187,35,20951,484,49040,36,0.2208,4,3,4,M,Solteiro,Superior,Centro-Oeste,DF,Médio,Financiamento Veículo,Agência
100188,36,13707,430,38718,24,0.2348,1,2,1,M,Divorciado,Fundamental,Sudeste,MG,Médio,Financiamento Veículo,Agência
100189,35,12680,627,129107,24,0.0626,5,2,0,M,Viúvo,Superior,Nordeste,BA,Pequeno,Cartão de Crédito,Agência
100190,60,4937,679,56910,60,0.2256,11,1,0,M,Casado,Pós-graduação,Centro-Oeste,MT,Grande,Crédito Pessoal,Agência
100191,47,11534,465,105980,36,0.0706,6,1,0,F,Solteiro,Pós-graduação,Sudeste,RJ,Pequeno,Cartão de Crédito,Parceiro
100192,34,21728,507,50568,12,0.0531,4,2,0,M,Solteiro,Pós-graduação,Nordeste,CE,Médio,Empréstimo Consignado,Agência
100193,68,20468,841,98923,12,0.0591,7,2,0,F,Solteiro,Médio,Centro-Oeste,MT,Médio,Crédito Pessoal,Digital
100194,57,23484,328,124207,60,0.0887,7,2,1,M,Solteiro,Superior,Sudeste,RJ,Médio,Cartão de Crédito,Agência
100195,30,29191,507,73473,60,0.0647,11,4,1,F,Casado,Superior,Sul,RS,Grande,Financiamento Veículo,Agência
100196,21,12187,386,11345,24,0.0985,8,4,4,M,Viúvo,Fundamental,Sudeste,ES,Pequeno,Empréstimo Consignado,Digital
100197,53,4227,844,49053,12,0.1092,12,3,1,M,Solteiro,Médio,Nordeste,PE,Grande,Crédito Pessoal,Agência
100198,21,7132,457,65743,60,0.1709,8,3,0,F,Solteiro,Superior,Sudeste,MG,Médio,Cartão de Crédito,Digital
100199,24,14043,749,32978,48,0.0645,12,3,0,Outro,Casado,Superior,Nordeste,BA,Médio,Cartão de Crédito,Digital
100200,39,18838,762,95593,60,0.2353,11,3,1,M,Casado,Médio,Sudeste,SP,Grande,Empréstimo Consignado,Digital
100201,29,9713,864,109290,36,0.2434,11,3,0,F,Casado,Superior,Nordeste,PE,Grande,Crédito Pessoal,Digital
100202,32,3537,456,127272,60,0.216,2,2,2,M,Solteiro,Superior,Sudeste,RJ,Pequeno,Cartão de Crédito,Digital
100203,24,29753,354,35050,24,0.072,8,3,2,F,Solteiro,Fundamental,Sudeste,SP,Médio,Cartão de Crédito,Agência
100204,50,19702,759,21941,36,0.0956,4,1,0,F,Divorciado,Médio,Sudeste,ES,Médio,Cartão de Crédito,Digital
